run_id,run_key,design_id,split,overall_minimum,threshold,signed_margin,absolute_margin,recorded_breach,reproduced_breach,polarity_match,exact_threshold
236,D047-R01,D047,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
237,D047-R02,D047,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
238,D047-R03,D047,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
239,D047-R04,D047,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
240,D048-R00,D048,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
241,D048-R01,D048,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
242,D048-R02,D048,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
243,D048-R03,D048,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
244,D048-R04,D048,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
245,D049-R00,D049,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
246,D049-R01,D049,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
247,D049-R02,D049,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
248,D049-R03,D049,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
249,D049-R04,D049,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
250,D050-R00,D050,train,0.025000000000000001,0.80000000000000004,-0.77500000000000002,0.77500000000000002,True,True,True,False
